,Acc_X,Acc_Y,Acc_Z,EDA_Level,Heart_Rate,Skin_Temperature,id,datetime,Stress_Level
10253195,17.0,-15.0,60.0,14.285995,90.13,35.11,E4,2020-07-03 20:19:55.593750016,2.0
10253196,17.0,-15.0,59.0,14.285995,90.13,35.11,E4,2020-07-03 20:19:55.624999936,2.0
10253205,17.0,-15.0,59.0,14.287276,90.13,35.11,E4,2020-07-03 20:19:55.906249984,2.0
10253220,17.0,-15.0,60.0,14.261662,90.22,35.11,E4,2020-07-03 20:19:56.375000064,2.0
10253231,17.0,-14.0,60.0,14.265504,90.22,35.11,E4,2020-07-03 20:19:56.718749952,2.0
10253235,17.0,-15.0,60.0,14.264223,90.22,35.11,E4,2020-07-03 20:19:56.843749888,2.0
10253239,17.0,-15.0,60.0,14.264223,90.22,35.11,E4,2020-07-03 20:19:56.968750080,2.0
10253255,17.0,-15.0,60.0,14.278311,90.3,35.09,E4,2020-07-03 20:19:57.468750080,2.0
10253258,17.0,-15.0,60.0,14.245012,90.3,35.09,E4,2020-07-03 20:19:57.562500096,2.0
10253461,17.0,-10.0,60.0,14.403821,90.63,35.11,E4,2020-07-03 20:20:03.906249984,2.0
10253481,17.0,-11.0,62.0,14.407663,90.67,35.11,E4,2020-07-03 20:20:04.531249920,2.0
10253564,17.0,-11.0,61.0,14.424313,90.72,35.11,E4,2020-07-03 20:20:07.124999936,2.0
10253567,17.0,-11.0,60.0,14.424313,90.72,35.11,E4,2020-07-03 20:20:07.218749952,2.0
10253568,17.0,-11.0,60.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.249999872,2.0
10253569,17.0,-11.0,60.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.281250048,2.0
10253570,17.0,-12.0,61.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.312499968,2.0
10253571,17.0,-12.0,61.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.343749888,2.0
10253574,17.0,-12.0,61.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.437499904,2.0
10253575,17.0,-11.0,60.0,14.434558,90.72,35.11,E4,2020-07-03 20:20:07.468750080,2.0
10253576,17.0,-11.0,60.0,14.38205,90.72,35.11,E4,2020-07-03 20:20:07.500000000,2.0
10253577,17.0,-12.0,60.0,14.38205,90.72,35.11,E4,2020-07-03 20:20:07.531249920,2.0
10253581,17.0,-12.0,60.0,14.38205,90.72,35.11,E4,2020-07-03 20:20:07.656250112,2.0
10253582,17.0,-12.0,60.0,14.38205,90.72,35.11,E4,2020-07-03 20:20:07.687500032,2.0
10254305,17.0,-20.0,59.0,14.360277,94.48,35.09,E4,2020-07-03 20:20:30.281250048,2.0
10254309,17.0,-12.0,63.0,14.360277,94.48,35.09,E4,2020-07-03 20:20:30.406249984,2.0
10255805,17.0,-70.0,5.0,13.872961,92.13,35.11,E4,2020-07-03 20:21:17.156250112,2.0
10255810,17.0,-62.0,20.0,13.825575,92.13,35.11,E4,2020-07-03 20:21:17.312499968,2.0
10255988,17.0,-5.0,60.0,13.716714,91.57,35.11,E4,2020-07-03 20:21:22.875000064,2.0
10255989,17.0,-1.0,61.0,13.716714,91.57,35.11,E4,2020-07-03 20:21:22.906249984,2.0
10256099,17.0,-8.0,41.0,13.330638,90.2,35.13,E4,2020-07-03 20:21:26.343749888,2.0
10256106,17.0,-4.0,67.0,13.421568,90.2,35.13,E4,2020-07-03 20:21:26.562500096,2.0
10256123,17.0,1.0,67.0,13.608553,89.9,35.09,E4,2020-07-03 20:21:27.093750016,2.0
10256151,17.0,-4.0,62.0,13.547078,89.9,35.09,E4,2020-07-03 20:21:27.968750080,2.0
10256158,17.0,1.0,66.0,13.627763,89.68,35.11,E4,2020-07-03 20:21:28.187500032,2.0
10256179,17.0,2.0,63.0,13.625202,89.68,35.11,E4,2020-07-03 20:21:28.843749888,2.0
10256180,17.0,1.0,64.0,13.625202,89.68,35.11,E4,2020-07-03 20:21:28.875000064,2.0
10256182,17.0,2.0,63.0,13.625202,89.68,35.11,E4,2020-07-03 20:21:28.937499904,2.0
10256207,17.0,-4.0,64.0,13.572693,89.47,35.09,E4,2020-07-03 20:21:29.718749952,2.0
10256287,17.0,1.0,61.0,13.631605,89.0,35.11,E4,2020-07-03 20:21:32.218749952,2.0
10256288,17.0,0.0,61.0,13.602149,89.0,35.11,E4,2020-07-03 20:21:32.249999872,2.0
10256293,17.0,1.0,61.0,13.602149,89.0,35.11,E4,2020-07-03 20:21:32.406249984,2.0
10256294,17.0,1.0,61.0,13.602149,89.0,35.11,E4,2020-07-03 20:21:32.437499904,2.0
10256298,17.0,1.0,61.0,13.626483,89.0,35.11,E4,2020-07-03 20:21:32.562500096,2.0
10256299,17.0,1.0,61.0,13.626483,89.0,35.11,E4,2020-07-03 20:21:32.593750016,2.0
10256301,17.0,1.0,62.0,13.626483,89.0,35.11,E4,2020-07-03 20:21:32.656250112,2.0
10256310,17.0,2.0,61.0,13.612394,89.0,35.11,E4,2020-07-03 20:21:32.937499904,2.0
10256311,17.0,2.0,61.0,13.612394,89.0,35.11,E4,2020-07-03 20:21:32.968750080,2.0
10256319,17.0,2.0,61.0,13.617517,88.93,35.11,E4,2020-07-03 20:21:33.218749952,2.0
10256326,17.0,2.0,61.0,13.617517,88.93,35.11,E4,2020-07-03 20:21:33.437499904,2.0
10256352,17.0,2.0,61.0,13.5855,88.88,35.11,E4,2020-07-03 20:21:34.249999872,2.0
10256376,17.0,2.0,61.0,13.599587,88.87,35.09,E4,2020-07-03 20:21:35.000000000,2.0
10256669,17.0,-38.0,38.0,13.517622,89.17,35.09,E4,2020-07-03 20:21:44.156250112,2.0
10263426,17.0,7.0,69.0,11.779816,96.17,35.03,E4,2020-07-03 20:25:15.312499968,2.0
10263455,17.0,-5.0,61.0,11.791342,96.07,35.03,E4,2020-07-03 20:25:16.218749952,2.0
10263456,17.0,-4.0,62.0,11.777254,96.07,35.03,E4,2020-07-03 20:25:16.249999872,2.0
10263464,17.0,-4.0,61.0,11.720902,96.07,35.03,E4,2020-07-03 20:25:16.500000000,2.0
10263696,17.0,-2.0,97.0,11.825921,95.33,35.05,E4,2020-07-03 20:25:23.750000128,2.0
10263757,17.0,-15.0,65.0,11.680549,94.97,35.03,E4,2020-07-03 20:25:25.656250112,2.0
10263771,17.0,-10.0,49.0,11.761234,94.75,35.05,E4,2020-07-03 20:25:26.093750016,2.0
10263808,17.0,-6.0,61.0,11.697198,94.5,35.03,E4,2020-07-03 20:25:27.249999872,2.0
10263874,17.0,-2.0,68.0,11.689514,94.07,35.03,E4,2020-07-03 20:25:29.312499968,2.0
10264629,17.0,-14.0,65.0,11.80734,89.22,35.03,E4,2020-07-03 20:25:52.906249984,2.0
10264741,17.0,-8.0,66.0,11.776603,88.33,34.97,E4,2020-07-03 20:25:56.406249984,2.0
10264849,17.0,0.0,61.0,11.835516,87.57,35.0,E4,2020-07-03 20:25:59.781250048,2.0
10264905,17.0,-7.0,64.0,11.871375,86.9,34.99,E4,2020-07-03 20:26:01.531249920,2.0
10266011,17.0,-3.0,62.0,11.799656,77.05,34.95,E4,2020-07-03 20:26:36.093750016,2.0
10267511,17.0,-5.0,63.0,11.531986,80.8,34.91,E4,2020-07-03 20:27:22.968750080,2.0
10268051,17.0,-2.0,62.0,11.420564,88.42,34.91,E4,2020-07-03 20:27:39.843749888,2.0
10268058,17.0,-2.0,62.0,11.418003,88.88,34.91,E4,2020-07-03 20:27:40.062500096,2.0
10268060,17.0,-2.0,62.0,11.418003,88.88,34.91,E4,2020-07-03 20:27:40.124999936,2.0
10268206,17.0,-10.0,61.0,11.432091,90.15,34.91,E4,2020-07-03 20:27:44.687500032,2.0
10268210,17.0,-11.0,60.0,11.397511,90.15,34.91,E4,2020-07-03 20:27:44.812499968,2.0
10268211,17.0,-11.0,60.0,11.397511,90.15,34.91,E4,2020-07-03 20:27:44.843749888,2.0
10268212,17.0,-11.0,60.0,11.397511,90.15,34.91,E4,2020-07-03 20:27:44.875000064,2.0
10268314,17.0,-21.0,63.0,11.425687,91.15,34.91,E4,2020-07-03 20:27:48.062500096,2.0
10268318,17.0,-20.0,49.0,11.425687,91.15,34.91,E4,2020-07-03 20:27:48.187500032,2.0
10268432,17.0,-13.0,52.0,11.456424,91.55,34.91,E4,2020-07-03 20:27:51.750000128,2.0
10268457,17.0,-9.0,58.0,11.364213,91.62,34.91,E4,2020-07-03 20:27:52.531249920,2.0
10268470,17.0,-10.0,58.0,11.401354,91.62,34.91,E4,2020-07-03 20:27:52.937499904,2.0
10268494,17.0,-10.0,60.0,11.311704,91.68,34.91,E4,2020-07-03 20:27:53.687500032,2.0
10268614,17.0,-9.0,58.0,11.158018,91.82,34.91,E4,2020-07-03 20:27:57.437499904,2.0
10268668,17.0,-7.0,58.0,11.117035,91.6,34.91,E4,2020-07-03 20:27:59.124999936,2.0
10268674,17.0,-8.0,58.0,11.12728,91.6,34.91,E4,2020-07-03 20:27:59.312499968,2.0
10268679,17.0,-10.0,59.0,11.12728,91.6,34.91,E4,2020-07-03 20:27:59.468750080,2.0
10268687,17.0,-9.0,59.0,11.191317,91.6,34.91,E4,2020-07-03 20:27:59.718749952,2.0
10268719,17.0,-7.0,58.0,11.319387,91.48,34.93,E4,2020-07-03 20:28:00.718749952,2.0
10268725,17.0,-8.0,59.0,11.268159,91.48,34.93,E4,2020-07-03 20:28:00.906249984,2.0
10268730,17.0,-9.0,58.0,11.3053,91.3,34.91,E4,2020-07-03 20:28:01.062500096,2.0
10268738,17.0,-8.0,59.0,11.316826,91.3,34.91,E4,2020-07-03 20:28:01.312499968,2.0
10268788,17.0,-7.0,58.0,11.086298,91.13,34.91,E4,2020-07-03 20:28:02.875000064,2.0
10269079,17.0,-9.0,57.0,11.199,88.47,34.91,E4,2020-07-03 20:28:11.968750080,2.0
10269170,17.0,-9.0,58.0,11.178509,87.03,34.93,E4,2020-07-03 20:28:14.812499968,2.0
10269216,17.0,-12.0,55.0,11.25151,86.07,34.91,E4,2020-07-03 20:28:16.249999872,2.0
10269225,17.0,-19.0,59.0,11.266878,86.07,34.91,E4,2020-07-03 20:28:16.531249920,2.0
10269438,17.0,-15.0,56.0,11.218211,82.13,34.89,E4,2020-07-03 20:28:23.187500032,2.0
10269469,17.0,-2.0,61.0,11.302738,81.55,34.89,E4,2020-07-03 20:28:24.156250112,2.0
10269470,17.0,-2.0,62.0,11.302738,81.55,34.89,E4,2020-07-03 20:28:24.187500032,2.0
10269476,17.0,-3.0,62.0,11.219492,81.55,34.89,E4,2020-07-03 20:28:24.375000064,2.0
10269493,17.0,-2.0,62.0,11.209247,81.55,34.89,E4,2020-07-03 20:28:24.906249984,2.0
10269497,17.0,-4.0,62.0,11.23486,81.0,34.89,E4,2020-07-03 20:28:25.031249920,2.0
10269498,17.0,-5.0,62.0,11.23486,81.0,34.89,E4,2020-07-03 20:28:25.062500096,2.0
10269499,17.0,-5.0,62.0,11.23486,81.0,34.89,E4,2020-07-03 20:28:25.093750016,2.0
10269507,17.0,-2.0,62.0,11.207966,81.0,34.89,E4,2020-07-03 20:28:25.343749888,2.0
10269514,17.0,-3.0,62.0,11.192597,81.0,34.89,E4,2020-07-03 20:28:25.562500096,2.0
10269515,17.0,-4.0,62.0,11.192597,81.0,34.89,E4,2020-07-03 20:28:25.593750016,2.0
10269522,17.0,-3.0,62.0,11.164421,81.0,34.89,E4,2020-07-03 20:28:25.812499968,2.0
10269526,17.0,-3.0,62.0,11.164421,81.0,34.89,E4,2020-07-03 20:28:25.937499904,2.0
10269706,17.0,5.0,63.0,11.17979,77.33,34.91,E4,2020-07-03 20:28:31.562500096,2.0
10269716,17.0,8.0,61.0,11.207966,77.33,34.91,E4,2020-07-03 20:28:31.875000064,2.0
10269902,17.0,6.0,62.0,11.119596,72.83,34.89,E4,2020-07-03 20:28:37.687500032,2.0
10269903,17.0,6.0,62.0,11.119596,72.83,34.89,E4,2020-07-03 20:28:37.718749952,2.0
10269906,17.0,6.0,62.0,11.083736,72.83,34.89,E4,2020-07-03 20:28:37.812499968,2.0
10269914,17.0,5.0,62.0,11.095263,72.07,34.91,E4,2020-07-03 20:28:38.062500096,2.0
10269924,17.0,6.0,61.0,11.029946,72.07,34.91,E4,2020-07-03 20:28:38.375000064,2.0
10269945,17.0,5.0,61.0,11.097824,71.45,34.91,E4,2020-07-03 20:28:39.031249920,2.0
10269948,17.0,5.0,62.0,11.097824,71.45,34.91,E4,2020-07-03 20:28:39.124999936,2.0
10269949,17.0,5.0,62.0,11.097824,71.45,34.91,E4,2020-07-03 20:28:39.156250112,2.0
10269958,17.0,5.0,62.0,11.114473,71.45,34.91,E4,2020-07-03 20:28:39.437499904,2.0
10269959,17.0,5.0,61.0,11.114473,71.45,34.91,E4,2020-07-03 20:28:39.468750080,2.0
10269965,17.0,4.0,61.0,11.078613,71.45,34.91,E4,2020-07-03 20:28:39.656250112,2.0
10269966,17.0,4.0,61.0,11.078613,71.45,34.91,E4,2020-07-03 20:28:39.687500032,2.0
10269969,17.0,4.0,61.0,11.096543,71.45,34.91,E4,2020-07-03 20:28:39.781250048,2.0
10269970,17.0,5.0,62.0,11.096543,71.45,34.91,E4,2020-07-03 20:28:39.812499968,2.0
10269974,17.0,4.0,61.0,11.096543,71.45,34.91,E4,2020-07-03 20:28:39.937499904,2.0
10269975,17.0,4.0,61.0,11.096543,71.45,34.91,E4,2020-07-03 20:28:39.968750080,2.0
10269978,17.0,4.0,61.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.062500096,2.0
10269979,17.0,4.0,61.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.093750016,2.0
10269980,17.0,4.0,61.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.124999936,2.0
10269981,17.0,4.0,62.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.156250112,2.0
10269982,17.0,4.0,62.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.187500032,2.0
10269983,17.0,4.0,61.0,11.067087,70.9,34.89,E4,2020-07-03 20:28:40.218749952,2.0
10269984,17.0,4.0,61.0,11.08886,70.9,34.89,E4,2020-07-03 20:28:40.249999872,2.0
10269985,17.0,4.0,61.0,11.08886,70.9,34.89,E4,2020-07-03 20:28:40.281250048,2.0
10269986,17.0,4.0,62.0,11.08886,70.9,34.89,E4,2020-07-03 20:28:40.312499968,2.0
10269996,17.0,4.0,61.0,11.060683,70.9,34.89,E4,2020-07-03 20:28:40.624999936,2.0
10269997,17.0,4.0,61.0,11.060683,70.9,34.89,E4,2020-07-03 20:28:40.656250112,2.0
10269998,17.0,4.0,61.0,11.060683,70.9,34.89,E4,2020-07-03 20:28:40.687500032,2.0
10270001,17.0,4.0,61.0,11.082456,70.9,34.89,E4,2020-07-03 20:28:40.781250048,2.0
10270004,17.0,4.0,61.0,11.082456,70.9,34.89,E4,2020-07-03 20:28:40.875000064,2.0
10270005,17.0,4.0,62.0,11.082456,70.9,34.89,E4,2020-07-03 20:28:40.906249984,2.0
10270007,17.0,4.0,61.0,11.082456,70.9,34.89,E4,2020-07-03 20:28:40.968750080,2.0
10270008,17.0,4.0,61.0,11.093982,70.4,34.91,E4,2020-07-03 20:28:41.000000000,2.0
10270011,17.0,4.0,61.0,11.093982,70.4,34.91,E4,2020-07-03 20:28:41.093750016,2.0
10270012,17.0,3.0,61.0,11.093982,70.4,34.91,E4,2020-07-03 20:28:41.124999936,2.0
10270038,17.0,4.0,61.0,11.086298,70.4,34.91,E4,2020-07-03 20:28:41.937499904,2.0
10270046,17.0,4.0,61.0,11.092701,69.95,34.89,E4,2020-07-03 20:28:42.187500032,2.0
10270049,17.0,4.0,61.0,11.038911,69.95,34.89,E4,2020-07-03 20:28:42.281250048,2.0
10270053,17.0,4.0,61.0,11.038911,69.95,34.89,E4,2020-07-03 20:28:42.406249984,2.0
10270054,17.0,4.0,61.0,11.038911,69.95,34.89,E4,2020-07-03 20:28:42.437499904,2.0
10270056,17.0,4.0,61.0,11.060683,69.95,34.89,E4,2020-07-03 20:28:42.500000000,2.0
10270057,17.0,4.0,61.0,11.060683,69.95,34.89,E4,2020-07-03 20:28:42.531249920,2.0
10270058,17.0,4.0,61.0,11.060683,69.95,34.89,E4,2020-07-03 20:28:42.562500096,2.0
10270061,17.0,3.0,61.0,11.060683,69.95,34.89,E4,2020-07-03 20:28:42.656250112,2.0
10270063,17.0,4.0,61.0,11.060683,69.95,34.89,E4,2020-07-03 20:28:42.718749952,2.0
10270065,17.0,4.0,61.0,11.077332,69.95,34.89,E4,2020-07-03 20:28:42.781250048,2.0
10270067,17.0,5.0,61.0,11.077332,69.95,34.89,E4,2020-07-03 20:28:42.843749888,2.0
10270069,17.0,4.0,61.0,11.077332,69.95,34.89,E4,2020-07-03 20:28:42.906249984,2.0
10270070,17.0,3.0,62.0,11.077332,69.95,34.89,E4,2020-07-03 20:28:42.937499904,2.0
10270072,17.0,4.0,61.0,11.081175,69.55,34.87,E4,2020-07-03 20:28:43.000000000,2.0
10270076,17.0,4.0,61.0,11.081175,69.55,34.87,E4,2020-07-03 20:28:43.124999936,2.0
10270084,17.0,4.0,62.0,11.087579,69.55,34.87,E4,2020-07-03 20:28:43.375000064,2.0
10270088,17.0,4.0,61.0,11.077332,69.55,34.87,E4,2020-07-03 20:28:43.500000000,2.0
10270099,17.0,2.0,61.0,11.069649,69.55,34.87,E4,2020-07-03 20:28:43.843749888,2.0
10270101,17.0,2.0,62.0,11.069649,69.55,34.87,E4,2020-07-03 20:28:43.906249984,2.0
10270102,17.0,2.0,61.0,11.069649,69.55,34.87,E4,2020-07-03 20:28:43.937499904,2.0
10270103,17.0,2.0,61.0,11.069649,69.55,34.87,E4,2020-07-03 20:28:43.968750080,2.0
10270105,17.0,1.0,62.0,11.076052,69.1,34.91,E4,2020-07-03 20:28:44.031249920,2.0
10270106,17.0,1.0,62.0,11.076052,69.1,34.91,E4,2020-07-03 20:28:44.062500096,2.0
10270109,17.0,1.0,61.0,11.076052,69.1,34.91,E4,2020-07-03 20:28:44.156250112,2.0
10270110,17.0,1.0,61.0,11.076052,69.1,34.91,E4,2020-07-03 20:28:44.187500032,2.0
10270113,17.0,0.0,61.0,11.077332,69.1,34.91,E4,2020-07-03 20:28:44.281250048,2.0
10270121,17.0,0.0,61.0,11.023542,69.1,34.91,E4,2020-07-03 20:28:44.531249920,2.0
10270129,17.0,2.0,61.0,11.05428,69.1,34.91,E4,2020-07-03 20:28:44.781250048,2.0
10270132,17.0,1.0,62.0,11.05428,69.1,34.91,E4,2020-07-03 20:28:44.875000064,2.0
10270133,17.0,1.0,62.0,11.05428,69.1,34.91,E4,2020-07-03 20:28:44.906249984,2.0
10270134,17.0,1.0,62.0,11.05428,69.1,34.91,E4,2020-07-03 20:28:44.937499904,2.0
10270135,17.0,2.0,61.0,11.05428,69.1,34.91,E4,2020-07-03 20:28:44.968750080,2.0
10270138,17.0,3.0,61.0,11.07349,68.68,34.87,E4,2020-07-03 20:28:45.062500096,2.0
10270140,17.0,2.0,61.0,11.07349,68.68,34.87,E4,2020-07-03 20:28:45.124999936,2.0
10270141,17.0,2.0,61.0,11.07349,68.68,34.87,E4,2020-07-03 20:28:45.156250112,2.0
10270143,17.0,2.0,62.0,11.07349,68.68,34.87,E4,2020-07-03 20:28:45.218749952,2.0
10270146,17.0,3.0,61.0,11.074771,68.68,34.87,E4,2020-07-03 20:28:45.312499968,2.0
10270147,17.0,3.0,61.0,11.074771,68.68,34.87,E4,2020-07-03 20:28:45.343749888,2.0
10270148,17.0,3.0,61.0,11.074771,68.68,34.87,E4,2020-07-03 20:28:45.375000064,2.0
10270149,17.0,3.0,62.0,11.074771,68.68,34.87,E4,2020-07-03 20:28:45.406249984,2.0
10270151,17.0,3.0,62.0,11.074771,68.68,34.87,E4,2020-07-03 20:28:45.468750080,2.0
10270152,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.500000000,2.0
10270153,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.531249920,2.0
10270155,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.593750016,2.0
10270156,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.624999936,2.0
10270157,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.656250112,2.0
10270159,17.0,3.0,61.0,11.079894,68.68,34.87,E4,2020-07-03 20:28:45.718749952,2.0
10270160,17.0,3.0,61.0,11.077332,68.68,34.87,E4,2020-07-03 20:28:45.750000128,2.0
10270161,17.0,3.0,61.0,11.077332,68.68,34.87,E4,2020-07-03 20:28:45.781250048,2.0
10270162,17.0,3.0,61.0,11.077332,68.68,34.87,E4,2020-07-03 20:28:45.812499968,2.0
10270164,17.0,3.0,61.0,11.077332,68.68,34.87,E4,2020-07-03 20:28:45.875000064,2.0
10270165,17.0,3.0,62.0,11.077332,68.68,34.87,E4,2020-07-03 20:28:45.906249984,2.0
10270168,17.0,3.0,61.0,11.079894,68.55,34.87,E4,2020-07-03 20:28:46.000000000,2.0
10270169,17.0,3.0,62.0,11.079894,68.55,34.87,E4,2020-07-03 20:28:46.031249920,2.0
10270170,17.0,3.0,61.0,11.079894,68.55,34.87,E4,2020-07-03 20:28:46.062500096,2.0
10270171,17.0,3.0,61.0,11.079894,68.55,34.87,E4,2020-07-03 20:28:46.093750016,2.0
10270172,17.0,3.0,61.0,11.079894,68.55,34.87,E4,2020-07-03 20:28:46.124999936,2.0
10270176,17.0,3.0,62.0,11.046596,68.55,34.87,E4,2020-07-03 20:28:46.249999872,2.0
10270177,17.0,3.0,62.0,11.046596,68.55,34.87,E4,2020-07-03 20:28:46.281250048,2.0
10270178,17.0,3.0,61.0,11.046596,68.55,34.87,E4,2020-07-03 20:28:46.312499968,2.0
10270180,17.0,3.0,62.0,11.046596,68.55,34.87,E4,2020-07-03 20:28:46.375000064,2.0
10270184,17.0,3.0,61.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.500000000,2.0
10270185,17.0,3.0,61.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.531249920,2.0
10270186,17.0,3.0,62.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.562500096,2.0
10270187,17.0,3.0,62.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.593750016,2.0
10270189,17.0,3.0,61.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.656250112,2.0
10270190,17.0,2.0,62.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.687500032,2.0
10270191,17.0,2.0,62.0,11.060683,68.55,34.87,E4,2020-07-03 20:28:46.718749952,2.0
10270192,17.0,2.0,61.0,11.035069,68.55,34.87,E4,2020-07-03 20:28:46.750000128,2.0
10270193,17.0,2.0,62.0,11.035069,68.55,34.87,E4,2020-07-03 20:28:46.781250048,2.0
10270194,17.0,3.0,62.0,11.035069,68.55,34.87,E4,2020-07-03 20:28:46.812499968,2.0
10270196,17.0,3.0,61.0,11.035069,68.55,34.87,E4,2020-07-03 20:28:46.875000064,2.0
10270197,17.0,3.0,61.0,11.035069,68.55,34.87,E4,2020-07-03 20:28:46.906249984,2.0
10270201,17.0,3.0,61.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.031249920,2.0
10270203,17.0,2.0,61.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.093750016,2.0
10270204,17.0,2.0,61.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.124999936,2.0
10270206,17.0,3.0,61.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.187500032,2.0
10270207,17.0,2.0,61.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.218749952,2.0
10270214,17.0,2.0,62.0,11.05428,68.43,34.89,E4,2020-07-03 20:28:47.437499904,2.0
10270216,17.0,2.0,61.0,11.059402,68.43,34.89,E4,2020-07-03 20:28:47.500000000,2.0
10270217,17.0,3.0,61.0,11.059402,68.43,34.89,E4,2020-07-03 20:28:47.531249920,2.0
10270219,17.0,2.0,61.0,11.059402,68.43,34.89,E4,2020-07-03 20:28:47.593750016,2.0
10270221,17.0,2.0,61.0,11.059402,68.43,34.89,E4,2020-07-03 20:28:47.656250112,2.0
10270224,17.0,2.0,62.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.750000128,2.0
10270225,17.0,3.0,61.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.781250048,2.0
10270226,17.0,2.0,61.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.812499968,2.0
10270228,17.0,3.0,61.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.875000064,2.0
10270229,17.0,2.0,61.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.906249984,2.0
10270231,17.0,2.0,61.0,11.068368,68.43,34.89,E4,2020-07-03 20:28:47.968750080,2.0
10270232,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.000000000,2.0
10270233,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.031249920,2.0
10270234,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.062500096,2.0
10270235,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.093750016,2.0
10270237,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.156250112,2.0
10270239,17.0,2.0,61.0,11.037631,68.32,34.87,E4,2020-07-03 20:28:48.218749952,2.0
10270240,17.0,2.0,61.0,11.050438,68.32,34.87,E4,2020-07-03 20:28:48.249999872,2.0
10270245,17.0,2.0,61.0,11.050438,68.32,34.87,E4,2020-07-03 20:28:48.406249984,2.0
10270250,17.0,2.0,61.0,11.020982,68.32,34.87,E4,2020-07-03 20:28:48.562500096,2.0
10270252,17.0,2.0,61.0,11.020982,68.32,34.87,E4,2020-07-03 20:28:48.624999936,2.0
10270253,17.0,2.0,61.0,11.020982,68.32,34.87,E4,2020-07-03 20:28:48.656250112,2.0
10270257,17.0,2.0,61.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.781250048,2.0
10270258,17.0,2.0,61.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.812499968,2.0
10270259,17.0,2.0,61.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.843749888,2.0
10270260,17.0,2.0,62.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.875000064,2.0
10270261,17.0,2.0,61.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.906249984,2.0
10270262,17.0,2.0,61.0,11.033789,68.32,34.87,E4,2020-07-03 20:28:48.937499904,2.0
10270265,17.0,2.0,61.0,11.031227,68.23,34.89,E4,2020-07-03 20:28:49.031249920,2.0
10270271,17.0,3.0,61.0,11.031227,68.23,34.89,E4,2020-07-03 20:28:49.218749952,2.0
10270273,17.0,2.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.281250048,2.0
10270274,17.0,2.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.312499968,2.0
10270276,17.0,3.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.375000064,2.0
10270277,17.0,2.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.406249984,2.0
10270278,17.0,2.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.437499904,2.0
10270279,17.0,2.0,61.0,11.033789,68.23,34.89,E4,2020-07-03 20:28:49.468750080,2.0
10270280,17.0,2.0,61.0,11.026104,68.23,34.89,E4,2020-07-03 20:28:49.500000000,2.0
10270282,17.0,2.0,61.0,11.026104,68.23,34.89,E4,2020-07-03 20:28:49.562500096,2.0
